audio_path,placa,electrodo,corriente,sesion,segment_index,segment_duration,overlap_ratio
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,0,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,1,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,2,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,3,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,4,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,5,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,6,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,7,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,8,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,9,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,10,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,11,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,12,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,13,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,14,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,15,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,16,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,17,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,18,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,19,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,20,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,21,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,22,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,23,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,24,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,25,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,26,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,27,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,28,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,29,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,30,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,31,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,32,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,33,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,34,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,35,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,36,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,37,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,38,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,39,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,40,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,41,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,42,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,43,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,44,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,45,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,46,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,47,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,48,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,49,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,50,2.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,51,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,0,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,1,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,2,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,3,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,4,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,5,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,6,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,7,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,8,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,9,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,10,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,11,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,12,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,13,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,14,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,15,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,16,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,17,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,18,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,19,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,20,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,21,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,22,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,23,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,24,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,25,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,26,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,27,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,28,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,29,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,30,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,31,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,32,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,33,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,34,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,35,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,36,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,37,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,38,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,39,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,40,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,41,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,42,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,43,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,44,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,45,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,46,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,47,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,48,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,49,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,50,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,51,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,52,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,53,2.0,0.5
Placa_6mm/E6013/AC/240923-131855_Audio/240923-131855_6013-2.wav,Placa_6mm,E6013,AC,240923-131855_Audio,54,2.0,0.5
Placa_6mm/E6013/DC/240912-141756_Audio/240912-141756_6013-2.wav,Placa_6mm,E6013,DC,240912-141756_Audio,0,2.0,0.5
Placa_6mm/E6013/DC/240912-141756_Audio/240912-141756_6013-2.wav,Placa_6mm,E6013,DC,240912-141756_Audio,1,2.0,0.5
Placa_6mm/E6013/DC/240912-141756_Audio/240912-141756_6013-2.wav,Placa_6mm,E6013,DC,240912-141756_Audio,2,2.0,0.5
Placa_6mm/E6013/DC/240912-141756_Audio/240912-141756_6013-2.wav,Placa_6mm,E6013,DC,240912-141756_Audio,3,2.0,0.5
Placa_6mm/E6013/DC/240912-141756_Audio/240912-141756_6013-2.wav,Placa_6mm,E6013,DC,240912-141756_Audio,4,2.0,0.5
Placa_6mm/E6013/DC/240912-141756_Audio/240912-141756_6013-2.wav,Placa_6mm,E6013,DC,240912-141756_Audio,5,2.0,0.5
Placa_6mm/E6013/DC/240912-141756_Audio/240912-141756_6013-2.wav,Placa_6mm,E6013,DC,240912-141756_Audio,6,2.0,0.5
Placa_6mm/E6013/DC/240912-141756_Audio/240912-141756_6013-2.wav,Placa_6mm,E6013,DC,240912-141756_Audio,7,2.0,0.5
Placa_6mm/E6013/DC/240912-141756_Audio/240912-141756_6013-2.wav,Placa_6mm,E6013,DC,240912-141756_Audio,8,2.0,0.5
Placa_6mm/E6013/DC/240912-141756_Audio/240912-141756_6013-2.wav,Placa_6mm,E6013,DC,240912-141756_Audio,9,2.0,0.5
Placa_6mm/E6013/DC/240912-141756_Audio/240912-141756_6013-2.wav,Placa_6mm,E6013,DC,240912-141756_Audio,10,2.0,0.5
Placa_6mm/E6013/DC/240912-141756_Audio/240912-141756_6013-2.wav,Placa_6mm,E6013,DC,240912-141756_Audio,11,2.0,0.5
Placa_6mm/E6013/DC/240912-141756_Audio/240912-141756_6013-2.wav,Placa_6mm,E6013,DC,240912-141756_Audio,12,2.0,0.5
Placa_6mm/E6013/DC/240912-141756_Audio/240912-141756_6013-2.wav,Placa_6mm,E6013,DC,240912-141756_Audio,13,2.0,0.5
Placa_6mm/E6013/DC/240912-141756_Audio/240912-141756_6013-2.wav,Placa_6mm,E6013,DC,240912-141756_Audio,14,2.0,0.5
Placa_6mm/E6013/DC/240912-141756_Audio/240912-141756_6013-2.wav,Placa_6mm,E6013,DC,240912-141756_Audio,15,2.0,0.5
Placa_6mm/E6013/DC/240912-141756_Audio/240912-141756_6013-2.wav,Placa_6mm,E6013,DC,240912-141756_Audio,16,2.0,0.5
Placa_6mm/E6013/DC/240912-141756_Audio/240912-141756_6013-2.wav,Placa_6mm,E6013,DC,240912-141756_Audio,17,2.0,0.5
Placa_6mm/E6013/DC/240912-141756_Audio/240912-141756_6013-2.wav,Placa_6mm,E6013,DC,240912-141756_Audio,18,2.0,0.5
