audio_path,placa,electrodo,corriente,sesion,segment_index,segment_duration,overlap_ratio
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,0,1.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,1,1.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,2,1.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,3,1.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,4,1.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,5,1.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,6,1.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,7,1.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,8,1.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,9,1.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,10,1.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,11,1.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,12,1.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,13,1.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,14,1.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,15,1.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,16,1.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,17,1.0,0.5
Placa_3mm/E7018/DC/240826-120415_Audio/240826-120415_6013-2.wav,Placa_3mm,E7018,DC,240826-120415_Audio,18,1.0,0.5
